content,sentiment
"Saya mau perpanjang sim, semuanya sudah beres. Saya sudah bayar, tp kenapa masih belum di proses"" yah.",Negatif
"Verifikasi ktp, foto mengikuti gerakan sesuai instruksi sudah kurang lebih 30menit, belum juga bisa. Alhamdulillah setelah update apk tgl 2/5/2021, proses verifikasi masih tetap gagal walaupun sudah dilakukan diluar rumah saat siang hari tetapi setiap gerakan yang ketiga selalu gagal.",Negatif
"Ini kok setiap saya verifikasi KTP tetep aja ga bisa, pas sesi fotonya gagal terus...hadeuh",Negatif
mau verifikasi ktp gagal mulu semua penunjuk sudah dlakukan solusinya gmana ini...mohon petunjuknya pak,Negatif
"Sekarang masalah verifikasi KTP, pada saat foto selalu gagal.",Negatif
"Aplikasi belum siap tayang, tapi keburu dipublis, banyak gangguan sana sini.",Negatif
Masih banyak yang perlu diperbaiki untuk aplikasi ini.,Negatif
"Emang gak niat buat aplikasinya, sekedar formalitas",Negatif
aplikasi belum bisa digunakan 🥴,Negatif
Kalau didaerah Demak.dokter rikkes belum ada,Negatif
Tidak berfungsi sama sekali. Mau pilih lokasi Polda ga muncul2,Negatif
Tolong lah kenapa susah sekali saat verifikasi E-KTP padahal saya sudah mengikuti sesuai arahan kenapa belum bisa terus,Negatif
"simnya sampai mati gara"" aplikasi ini..sampai tahap verifikasi ktp saja tetap gagal",Negatif
"Serasa kek badut ngelucu didepan kamera, tengok sana sini, angguk angguk, mata genit, tapi gagal mulu, sungguh aplikasi tercacat",Negatif
Tidak berguna sama sekali,Negatif
Kode OTP ngga kunjung masuk,Negatif
Aplikasi ny kurang Maksimal...masih bnyak yg harus diperbaiki secara keseluruhan..tks,Negatif
Seharusnya mudah malah semakin sulit.. Sampai sekarang mau memperpanjang SIM belum selesai..,Negatif
Tidak ada email masuk untuk verifikasi,Negatif
"Aplikasi belum sempurna, belum bisa dipakai, terpaksa harus ke satpas juga.",Negatif
"Sudah unduh sudah ikuti petunjuk, pas verivikasi wajah gagal mulu, terus coba menambah dokumen eh selalu gagal, maaf saya kasih 1 bintang. Saran saya kalo belum redy tidak usah disebarkan dulu lah. Fikkan dulu aplikasinya dan kalo sudah siap barulah disebarluarkan biar tidak mengecewakan masayarakat banyak 🙏🙏🙏🙏",Negatif
"50x verifikasi ktp gagal, apa yang salah dengan wajah saya? cahaya bagus, sinyal wifi 50mbps... trs mau gimana?",Negatif
"Sayang cuma bisa perpajang aja,.coba bisa ngurus sim hilang juga. Padahal udah ada menunya tapi gk bisa dipalek",Negatif
Aplikasi Sampah. HARUSNYA MEMPERMUDAH BUKAN MEMPERSULIT. !!!! Verifikasi udh ikutin instruksi kok gagal terus. Dasar Korupsi.,Negatif
Verifikasi KTP nya kok susah yaa gagal trs padahal pencahayaan pas dan tidak pakai aksesoris sama udah mengikuti arahan nya,Negatif
"photo verifikasi untuk ktp gagal terus euy, di cuba ampe berjam jam sampe saya cukur bewok tetap aja kaga bisa , tolong dimoerbaiki appnya pak wah kalo gininmah langsung aja deh ke sim keliling atau langsung polres ajah",Negatif
"Saya daftar online, semua sudah terverifikasi, dan dibukakan aplikasi, tapi kenapa kelanjutannya belum ada. Apakah SIM online ini belum merata disetiap wilayah",Negatif
Kapan bisa di gunakan oi,Negatif
"Saya sudah lakukan semua prosedurnya dan sudah lakukan pembayaran di Detail Transaksinya masih gantung sedangkan SIM C saya masa berlakunya sampai tanggal 30 April 2021 mohon info nya apakah ini betul atau tidak, sudah tanggal 1 Mai 2021 proses SIM C saya masih 40 persen kapan di proses mohon penjelasan nya",Negatif
Kenapa masih 40% prosesnya? Butuh waktu berapa hari lagi? Besok keburu kadaluarsa sim saya.. karena pandemi sim keliling sudah tidak ada.. terus saya harus tetap tunggu atau bagaimana???,Negatif
"Belum bisa dipake untuk daftar sim online, kapan nih kiranya?🙏🏻🙏🏻🙏🏻",Negatif
"Perpanjangan sim c sudah berhasil verifikasi, sudah bayar tes psikologi, tes kesehatan, dan biaya perpanjangan sim juga sudah terbayar lunas, tapi setelah 1x24 jam ternyata status DI TOLAK, uang di kembalikan tapi tidak penuh, uang tes psikologi juga 😓😓😓.. jadi RUGI KUADRAT",Negatif
Knp Sim A sy nama ny berbeda dng Sim A yg sy buat... D Sim A sy yg sy pegang bernama Renaldi Tp knp setelah sy buat data di aplikasi ini berbeda nama sy...mnjadi Muhammad amin muji,Negatif
Untuk perpanjangan Ketika pilih Satpas tidak ada Jabar hanya metro jaya dan jatim.... Terus bagaimana? Apa pilih bebas saja.. Di aplikasi tidak ada menu kontak Cs ya..,Negatif
"3x update, smoga lebih baik",Negatif
Misalnya kita lupa bawa sim apa bisa dengan menunjukkan sim digital ini. Trims,Negatif
Untuk aktivasi eppsi sangat sulit dilakukan..,Negatif
"Bintang 1, aplikasi masih g bisa di pake Tiap verifikasi data ktp pas foto selalu gagal Sampe berulang kali di hapus di instal hasil tetep g bisa Mohon cepet di benerin",Negatif
Satu bintang dulu,Negatif
"saya telah melakukan proses perpanjangan SIM A dan SIM C pada tgl 29 april , tp sudah 3 hari status masih belum berubah . masih 40% alias d bayar dan blm d proses . tolong dong kejelasan nya ,soal nya tinggal kurang dari 1 minggu lagi kadaluarsa sim saya habis",Negatif
Masih gagal verifikasi E-KTPnya tolong di perbaikin lagi. Saya sangat butuh aplikasi ini. Terima kasih.,Negatif
Sudah bikin akun dan masukan alamat sesuai Ktp tapi tidak valid. Padahal saya mmbutuhkan perpajangan SIM,Negatif
"Untuk verifikasi ktp, pas bagian foto wajah kenapa selalu gagal? Padahal sudah mengikuti semua perintah, dan jangan di kasih timer",Negatif
Verifikasi ktp gagal terus. Padahal pencahayaan sudah terang dan tidak memakai kacamata dan sudah fokus pandangan ke motion dan sudah ikuti semua petunjuk tapi masih gagal terus.,Negatif
verifikasi wajah gagal terus.. gimana ini ya,Negatif
Tidak mudah untuk di gunakan.verifikasi e ktp nya gagal terus.padahal cahayanya udah terang benderang dan udah ikut seuai gerakan intruksi.,Negatif
"Verifikasi ktp susah pak polisi, sy udh ada 15hr pakai tpbtetep aja salah udh bka mulut goyang2 kepala sndiri ngangguk2 segala , Tetap gagal Pdhl tidak pke kcmta dll ?????? Itu knp ya ndan Saya kira dg pendftran sim c online nanti akan lbh murah dsni ketimbang biasanya suruh nembak d polres dan bnyk lain2nya hampir 900rb,. Apa betul harga segitu sekarang untuk semuanya Maaf curhat Salam dr #cilacap, sudah lakukan semua tapi tetap tidak bisa",Negatif
Sudah bayar tes kesehatan dan Psikologi. Tp pas mau mengisi form Kolom Satpas hanya ada pilihan SATPAS PROBOLINGGO. Apakah hanya dpt di akses oleh Polres Probolinggo saja sedangkan untuk Kab. Malang belum. Mohon jawabannya...,Negatif
"Saya ingin bertanya, proses pembuatan sim sudah sampai ke tahap bayar, dan saya sudah membayar tapi di aplikasi kenapa belum beralih ke 'diproses' tapi masih di status 'dibayar' ? Saya sudah melakukan pembayaran dari tanggal 28 April, sekarang sudah 1 mei status ga berubah. Harus menunggu brp lama sampai diproses sementara sim saya sudah mau habis masa aktifnya??? Tolong informasinya?",Negatif
ini kapan yang mau di perbaiki soalnya saya mau buat Sim C,Negatif
"Database alamat tdk lengkap,satpas tidak lengkap......langkah sdh di ikuti semua walaupun ambil sendiri tinggal transfer gagal dan notifikasi transaksi menjadi 2 transaksi padahal baru satu,dan utk sim A input data saja tdk bisa.apakah ada pengembalian yg sdh saya transfer untuk biaya tes kesehatan dan psikologi???",Negatif
Ribet pengenalan wajahnya ga kaya grab / gojek,Negatif
"Parah,gabisa verif",Negatif
"Gagal terus, verifikasi ktp",Negatif
Saya perpanjang sim sudah dari tanggal 22 sampai sekarang belom dateng juga kecewa saya,Negatif
"Aplikasi kalo belum siap untuk digunakan, mending jangan di publish dulu. Bikin naik darah aja ini Aplikasi!",Negatif
Selamat siang.. Sebelum nya saya minta maaf.. Verifikasi ktp yang scan wajah.. Sangat susah. Udh di ulang berkali-kali tapi tetep ngak bisa.. Tolong di perbaiki ya.,Negatif
"Verifikasi e ktp saat foto selalu gagal tanpa keterangan, harusnya dengan adanya aplikasi lebih midah tapi untuk verifikasi lebih ribet",Negatif
"Gagal terus verifikasi ktp waktu foto wajah.. Udah buka mulut,goyang kepala,kedip mata ttap tak bisa.. Aplikasi payah",Negatif
Udh bbrapa hari dan bbrapa kali ngulang buat verifikasi ktp tp masih aja gagal wkwk,Negatif
"Para calo tak berdaya jika menggunakan aplikasi ini, sangt membantu.. Masyarakat kurang mampu.sukses terus polri, namun saat verifikasi KTP, malah suruh photo, itupun menyulitkan konsumen, caranya dan aturannya, mhn d tinjau ulang",Negatif
"Kenapa ya saya mau verifikasi wajah selalu gagal? Pdhal pencahayaan juga udah baik ,tapi ttep aja gagal ! Tlong jangan di persulit",Negatif
Aplikasinya force close mulu,Negatif
"Min, otp saya g masuk2 ya, dah seminggu lebih nungguin otp, sim sy dah mau mati nih",Negatif
bnyak menu tp gk bsa di akses,Negatif
Maaf gan saya mau Bikin SIM baru kok layanan belum tersedia ya Gan? Emang belum bisa bikin SIM baru secara online atau gmna gan? Saya ambil SIM trus yg pendaftaran SIM layanan belum tersedia katanya 🤔🤔,Negatif
Email udah terverifikasi tapi menu SIM minta verifikasi lagi. Gak bisa memakai menu lah,Negatif
"Susah verifikasi KTP cahaya udah bagus ,mengikuti intruksi tetap aja gagal sampe pegel harus trus di ulang Tolong di bantu biar lebih baik lagi ..",Negatif
"Sy sudah mencobanya smp ke periksa kesehatan wlupun pilihan dokter nya di jakarta dan sy di bandung, tp begitu mau melanjutkan ke aplikasi psikotes tidak ada aplikasi nya.. sim setengah jadi.. ""unverified"" akhirnya tetep aja buat di polwiltabes dengan harga yg mahal",Negatif
untuk pendaftaran pembuatan sim kog hingga saat ini selalu dalam masa pengembangan ya notifnya.,Negatif
Verifikasi email tidak muncul juga. Ini karena apa ya? Di spam dan lain sebagainya juga tidak ada,Negatif
Kapan bisa di gunakan untuk pembuatan sim onlinenya ???,Negatif
Verivikasi KTP susah sampe sekarang g bisa padahal udah ikutin instruksi pencahayaan terang,Negatif
"Knp klo hbs foto, pasti verifikasinya gagal trs. Udh berkali2 nyoba ttp gagal",Negatif
sudah verifikasi semua sudah selesai tapi pas saya mau buka daftar sim gak bisa semua yang ada dalam aplikasi tidak bisa di gunakan...katanya aplikasi dalam pengembangan.sampai kapan saya harus menunggu...,Negatif
gagal terus verifikasi WAJAH!!!!!,Negatif
Kacau,Negatif
"Tidak berfungsi sama sekali.. sebaiknya persiapkan segalanya sebelum launching aplikasi layanan publik, kalau gak mampu melayani lonjakan permohonan jangan publish dulu. Berita-berita instansi dalam aplikasi Bagus.. tapi aplikasi ini bukan warta berita toh.. Jangan selalu utamakan layanan cepat untuk rakyat di p.jawa saja.. ingat.. Indonesia adalah dari pulau we sampai Merauke.. Atas nama rakyat Indonesia.. Secepatnya aplikasi ini di perbaiki.. selamat bekerja, RIGHT MAN ON THE RIGHT PLACE",Negatif
Masih mentok di OTP,Negatif
"Sudah daftar baru sampe screaning dokter, dan sudah melakukan daftar di screaning saya tidak mendapatkan balasan email dari eppis jadi tidak bisa login karan belum verifikasi email, tolong bisa di bantu",Negatif
"verifikasi ktp gagal trs. sinyal kenceng,cahaya mendukung,tidak pakai kaca mata,apa lagi? ikutin intruksi udh beres. kacau apk ini bubar",Negatif
"Aplikasinya sih bagus, saran2nya juga bagus, tapi sayang untuk verifikasi ktp/untuk foto selfi nya susah banget, sering di coba dr pagi, siang, sore,malam, dinihari, sampe pagi lagi ber ulang2 kali tetap gagal dan gagal lagi 😇😇😇😇. Mohon di perbaiki dan di permudah untuk verifikasi ktp nya 🙏🙏🙏🙏🙏🙏",Negatif
Ko pnya saya ga bsa buat daftar sim,Negatif
rt9yy umur 25 tahun,Negatif
"Saya sudah verifikasi, selesaikan tes kesehatan dan psikologi. Juga sudah bayar 27.500, tapi waktu mau pilih lokasi polda kok gak keluar pilihannya. Buffering terus. Pas cek lokasi satpas, muncul ""lokasi saat ini tidak tersedia"". Gimana caranya perpanjang sim, padahal udah terlanjur bayar",Negatif
"Maaf, saya selalu gagal dalam verifikasi data menggunakan foto. Karena saya punya kekurangan fisik di bagian mulut, sehingga selalu gagal dalam proses foto verifikasi akun. Mohon di perbaiki lagi agar lebih mudah digunakan, bagi masyarakat yang mempunyai kekurangan seperti saya.",Negatif
Pak saya mau tanya klo buat sim baru kok tidak bisa . Pada sudah verifikasi data smua .. mohon aplikasi nya segera di perbaiki . Terima ksih,Negatif
kenapa saya tidak bisa verifikasi E-KTP di gerakan ke 4 selalu gagal.,Negatif
"Verifikasi KTP gagal terus,, mohon diperbaiki lagi aplikasinya, agar bisa digunakan masyarakat Indonesia.",Negatif
Gak bisa di gunakan sama sekali pak/ibu,Negatif
"Kenapa ngga bisa masuk terus, udah 2minggu masih aja dalam perbaikan, ini gimana pak dan ibu",Negatif
"kemaren saya memperpanjang SIM Gagal karena Data alamat Sim yg lama dgn E-Ktp Saya yg baru tidak sesuai, karena sudah berbeda Alamat.. tapi saya sudah Transfer sejumlah 141.500 rupiah, Namun di kembalikan menjadi 130.000 rupiah.. ! mohon petunjuk .",Negatif
"Verifikasi susah, angguk2 kepala nggak berhasil smp uninstall",Negatif
Pak kenapa kode OTP saya gak ke kirim kirim ya mau Register?,Negatif
"Saya Perpanjang SIM dari Tanggal 19 April 2021 sampai hari ini Belum ada saya Terima, sedangkan Prosesnya Sudah Selsai Di aplikasi Syaa bolak balik nanya Resinha Ke Pos Malah Gak kebaca mohon bantuannya Sampai saat Ini sya belum terimaa SIM ,",Negatif
"Bodo amat lah, cape ama aplikasi ini. Dari 3 hari sampe sekarang verifikasi ktp susah amat. Jaringan saya 100mbps, live gaming di youtube aja lancar. Pake berbagai hp tetep aja diakhir verif muka GAGAL. Buka mulut, angguk kepala, goyang kepala, kedip tetep aja akhirnya GAGAL. Up, saya nyerah. Bukan mempermudah malah mempersulit. Keburu SIM kadaluarsa.",Negatif
Saya sudah mengikuti instruksi saat verifikasi e ktp melalui foto wajah. Tetapi selalu gagal Ga tau apa sebabnya. Terim kasih,Negatif
Tidak dapat digunakan,Negatif
Apa aplikasi ini khusus untuk di Jakarta saja. Di Malang kok masih manual ya,Negatif
ketika erikkes loading gak selesai2,Negatif
Sayang untuk pembuatan sim kabupaten banyuwangi msh blm ada,Negatif
Kenapa jateng belum bisaa.mohon di tingkatkan lagii,Negatif
Harus konfirmasi ke satpas dahulu..kira sy bakalan langsung valid data no SIM nya.. semoga di perbaiki lagi,Negatif
"Tgl 27 kemarin sdh melakukan pembayaran,to sampai sekarang blm ada pemberitahuan lnjt",Negatif
Saya sudah tinggal nunggu pembayaran tapi sudah 1 minggu gk jelas no virtual akun nya Jatim yg ada cuma satpas jombang dan kirim via jga belom aktif Sampai 7hr no VA gk muncull dan tidak ada pengaduan Sudah bayar tes psikologi bayar biaya perpanjangan tapi ending nya di tolak tanpa ada alasan dan kejelasan ... Sebenar nya aplikasi sangat membantu tapi sayang nya terkesan setengah hati,Negatif
"Saya sudah selesai proses perpanjang SIM C, dengan notiv SELESAI, tapi s/d saat ini kenapa SIM belum juga tiba di RUMAH? cek RESI juga sudah tidak bisa, tolong di tanggapi!",Negatif
Verifikasi no hape lama,Negatif
"Kenapa setiap foto wajah, selalu menu dari awal lagi? Mohon diperbaiki.",Negatif
"Ma'af mau tanya apa aplikasi ini berlaku di seluruh indonesia...saya dari tuban mau ngurus perpanjangan SIM C tp posisi kerja di gresik..,",Negatif
Dari kemarin mau verifikasi ktp gak bisa,Negatif
Permohonan perpanjangan SIM C dua kali ditolak dengan alasan foto SIM dan KTP kurang jelas!,Negatif
Aplikasi sudah Bagus tapi tolong pak untuk di permudah pas verifikasi KTP / Wajah.,Negatif
"Verifikasi ktp nya puluhan x mendekati ratusan gagal terus... Data yg lain bisa masuk n tersimpan cepat... Yg lain ok2 aja gak ada masalah, verifikasinya minta ampun semua udah ok pas akhir malah gagal kan kesel",Negatif
gajelas ni aplikasi kok menu pendaftaran sim layanan belum tersedia mulu,Negatif
Sudah berulang kali saya foto untuk verifikasi KTP namun hasilnya tetap sama gagal walaupun sudah di-update sudah memenuhi tempat gimana solusinya 😥,Negatif
Koq disaya stak dilogo polri doang ya. Mohon penjelasanya min?,Negatif
"Mohon bantuannya saya verifikasi KTP tidak bisa dikarenakan foto wajah selalu cahay cahaya cahaya, padahal sudah pindah pindah tempat dan foto sangat jelas tetap gagal dalam pencahayaan.",Negatif
Ga bisa di pakai,Negatif
Maaf waktu foto wajah ndak bisa bisa,Negatif
"Ahhh ribet banget udah 10x proses, bolak balik data nya, ganti verifikasi pendaftaran tes psikologi & kesehatan, balik lagi isi data lagi cepek. Ribet! Bikin emosi Mending NEMBAK sim.",Negatif
"Saya sudah melakukan pendaftaran lewat aplikasi ini,tapi terkendala ketika mau melakukan pembayaran selalu gagal.dengan transaksi gagal.mohon penjelasannya karena sim saya minggu depan sudah mati,terus bgmn solusinya.mohon ditindak lanjuti jangan mempersulit masyarakat",Negatif
"Verifikasi KTP gagal terus, padahal sudah mengikuti arahan yg d berikan, dan pencahayaan untuk foto udah yg terang masih saja gagal",Negatif
Verifikasi KTP susah banget pas fotonya gagal terus apalagi kalo gak pake kaca mata gak kebaca tuh tulisannya apa.,Negatif
Kenapa yah kan saya verifikasi menggunakan wajah sudah mengikuti instruktur nya tapi gagal terus ada yang sama gak nih?,Negatif
"Verifikasi wajah, berkali-kali tetap tidak bisa !!!! MENYERAH SAYA DENGAN VERIFIKASI WAJAH....!!!",Negatif
"Aplikasinya masih dalam pengembangan,sy kira aplikasi ini suda bisa di gunakan sepenuhnya,.... Aplikasi kepolisian ini sedikit mengecewakan...tolong di perbaiki lagi aplikasi ini,biar bisa di gunakan sepenuhnya...karna sy ingin daftar pembuatan sim,sayangnya aplikasinya masi dalam pengembangan...",Negatif
Bintang 2 dlu sementara... verifikasi nya gagal terus.. itu knp ya? Saya cape ikutin arahannya.. hahahaha,Negatif
Sebelum sya menggunakan aplikasi ini dan mendaftarnya.sya ingin menanyakan kalo pendaftaran sim via online masalah tanda tangan dan foto y gimana...? Mohon info y.trimakasih,Negatif
